DIMERS;Xshift;Yshift;Zshift;alpha_deg;CPL;1st_exc_en;1st_exc_f;2nd_exc_en;2nd_exc_f;exc_split
ND5.5X2.0;-0.000657;5.39291;5.5;0;0.00038143;1.88118967;0.03649245;1.90496985;0.64004796;0.02378018
ND5.5X2.2;-0.000657;5.932244;5.5;0;0.0001366;1.88469657;0.12761356;1.8974938;0.54602268;0.01279723
ND5.5X2.4;-0.000656;6.471577;5.5;0;-8.15E-05;1.88466431;0.46734544;1.89462271;0.20386618;0.00995841
ND5.5X2.6;-0.000656;7.01091;5.5;0;-0.00026814;1.88070565;0.62284669;1.89707646;0.04652039;0.01637081
ND5.5X2.8;-0.000656;7.550244;5.5;0;-0.00042038;1.87703238;0.65040894;1.90074221;0.01772672;0.02370983
ND5.5X3.0;-0.000656;8.089577;5.5;0;-0.00053772;1.87468386;0.65809669;1.90445719;0.00938756;0.02977333
ND5.5X3.2;-0.000656;8.62891;5.5;0;-0.0006218;1.87367119;0.66144276;1.90788965;0.0058759;0.03421846
ND5.5X3.4;-0.000657;9.168243;5.5;0;-0.00067596;1.87375085;0.66359236;1.91083958;0.00391338;0.03708873
ND5.5X3.6;-0.000656;9.707577;5.5;0;-0.00070466;1.87459952;0.66533522;1.91317794;0.00257504;0.03857842
ND5.5X3.8;-0.000656;10.246909;5.5;0;-0.00071275;1.87590996;0.66684214;1.91485715;0.00158381;0.03894719
ND5.5X4.0;-0.000656;10.786243;5.5;0;-0.00070497;1.87744603;0.66811964;1.91590863;0.00086563;0.0384626
ND5.5X4.2;-0.000656;11.325576;5.5;0;-0.00068555;1.87905535;0.66916035;1.91641899;0.00039153;0.03736364
ND6.5X0.0;-0.000776;-0.000499;6.5;0;0.0018089;1.84355253;1.32E-06;1.9423453;0.69160331;0.09879277
ND6.5X0.2;-0.000776;0.538835;6.5;0;0.00178831;1.84419064;7.50E-06;1.94193426;0.69129722;0.09774362
ND6.5X0.4;-0.000775;1.078168;6.5;0;0.00172726;1.84654562;5.96E-05;1.94099009;0.69076074;0.09444447
ND6.5X0.6;-0.000775;1.617502;6.5;0;0.00162911;1.8502967;0.00019664;1.93939461;0.68992326;0.08909791
ND6.5X0.8;-0.000776;2.156834;6.5;0;0.0014989;1.85499631;0.00047941;1.93700562;0.68867756;0.08200931
ND6.5X1.0;-0.000775;2.696168;6.5;0;0.0013428;1.86016931;0.00099881;1.93371401;0.68689474;0.0735447
ND6.5X1.2;-0.000776;3.235501;6.5;0;0.00116752;1.86540334;0.00189085;1.9294956;0.68443058;0.06409226
ND6.5X1.4;-0.000776;3.774834;6.499999;0;0.00097986;1.87041037;0.0033784;1.92444435;0.68109633;0.05403399
ND6.5X1.6;-0.000775;4.314167;6.5;0;0.00078645;1.87504426;0.00589935;1.91877727;0.67653092;0.04373302
ND6.5X1.8;-0.000775;4.853501;6.5;0;0.00059359;1.87927224;0.01052016;1.91281118;0.66977682;0.03353894
ND6.5X2.0;-0.000776;5.392834;6.5;0;0.00040707;1.88311114;0.02049709;1.90692815;0.65770117;0.02381701
ND6.5X2.2;-0.000776;5.932167;6.5;0;0.00023201;1.88652046;0.04909266;1.90157718;0.62715962;0.01505672
ND6.5X2.4;-0.000776;6.4715;6.5;0;7.27E-05;1.88906518;0.16976264;1.8975296;0.50479251;0.00846442
ND6.5X2.6;-0.000776;7.010834;6.5;0;-6.78E-05;1.8890464;0.4884137;1.89670154;0.18475633;0.00765514
ND6.5X2.8;-0.000776;7.550167;6.5;0;-0.0001875;1.88691122;0.62016975;1.89873008;0.05195355;0.01181886
ND6.5X3.0;-0.000775;8.0895;6.5;0;-0.00028558;1.88490722;0.64981784;1.90132942;0.02158891;0.0164222
ND6.5X3.2;-0.000775;8.628834;6.5;0;-0.00036246;1.88355878;0.65951954;1.90384312;0.01146486;0.02028434
ND6.5X3.4;-0.000776;9.168167;6.5;0;-0.0004195;1.88287032;0.66391188;1.9060813;0.00689126;0.02321098
ND6.5X3.6;-0.000775;9.7075;6.5;0;-0.00045873;1.88273016;0.66644139;1.90796032;0.00436326;0.02523016
ND6.5X3.8;-0.000776;10.246833;6.5;0;-0.0004826;1.88300202;0.6681581;1.90944753;0.00277723;0.02644551
ND6.5X4.0;-0.000776;10.786167;6.5;0;-0.00049371;1.88355958;0.66943415;1.91054745;0.0017177;0.02698787
ND6.5X4.2;-0.000775;11.325499;6.5;0;-0.0004946;1.88430031;0.67041983;1.9112915;0.0010023;0.02699119
ND7.5X0.0;-0.000895;-0.000575;7.5;0;0.00135556;1.85870067;1.57E-06;1.93266451;0.68837725;0.07396384
ND7.5X0.2;-0.000895;0.538759;7.5;0;0.00134216;1.85901859;2.68E-05;1.93229438;0.68814201;0.07327579
ND7.5X0.4;-0.000895;1.078091;7.5;0;0.0013023;1.86029659;9.84E-05;1.93142906;0.68768096;0.07113247
ND7.5X0.6;-0.000895;1.617425;7.5;0;0.00123778;1.86240486;0.00024377;1.9300432;0.68696328;0.06763834
ND7.5X0.8;-0.000895;2.156758;7.5;0;0.00115137;1.86515265;0.00050212;1.92810915;0.68594436;0.06295651
ND7.5X1.0;-0.000894;2.696091;7.5;0;0.00104666;1.86832412;0.00092918;1.92561665;0.68456798;0.05729253
ND7.5X1.2;-0.000895;3.235424;7.5;0;0.00092771;1.87171394;0.00160734;1.92259139;0.68276303;0.05087746
ND7.5X1.4;-0.000895;3.774758;7.499999;0;0.00079886;1.87515431;0.00267084;1.91910727;0.68042287;0.04395296
ND7.5X1.6;-0.000895;4.31409;7.5;0;0.0006645;1.878528;0.0043702;1.91528859;0.6773414;0.03676059
ND7.5X1.8;-0.000895;4.853424;7.5;0;0.00052886;1.88176559;0.00724653;1.9113019;0.67303524;0.02953631
ND7.5X2.0;-0.000895;5.392757;7.5;0;0.00039585;1.88482922;0.01266153;1.90734149;0.66620692;0.02251227
ND7.5X2.2;-0.000895;5.932091;7.5;0;0.00026897;1.88768353;0.02475482;1.90361861;0.65277931;0.01593508
ND7.5X2.4;-0.000895;6.471423;7.5;0;0.00015111;1.89023379;0.05982039;1.900386;0.61651145;0.01015222
ND7.5X2.6;-0.000895;7.010757;7.5;0;4.45E-05;1.89209582;0.1952376;1.89814131;0.48006201;0.00604549
ND7.5X2.8;-0.000895;7.550091;7.5;0;-4.93E-05;1.89222813;0.48759151;1.89798229;0.1868664;0.00575416
ND7.5X3.0;-0.000895;8.089423;7.5;0;-0.00012946;1.89105302;0.61434632;1.89948623;0.05946373;0.00843321
ND7.5X3.2;-0.000895;8.628757;7.5;0;-0.0001959;1.88986291;0.64766217;1.90131448;0.02568281;0.01145157
ND7.5X3.4;-0.000895;9.16809;7.5;0;-0.00024903;1.8889963;0.65941212;1.90305303;0.01362966;0.01405673
ND7.5X3.6;-0.000894;9.707423;7.499999;0;-0.00028976;1.88848051;0.66479786;1.9045876;0.00807641;0.01610709
ND7.5X3.8;-0.000895;10.246756;7.5;0;-0.00031931;1.88827182;0.66776183;1.90587891;0.00505358;0.01760709
ND7.5X4.0;-0.000895;10.78609;7.5;0;-0.00033908;1.88830994;0.6696142;1.90691857;0.00322594;0.01860863
ND7.5X4.2;-0.000895;11.325422;7.5;0;-0.00035055;1.88853559;0.67087481;1.9077161;0.00205219;0.0191805
ND8.5X0.0;-0.001014;-0.000652;8.5;0;0.0010366;1.86885371;1.05E-05;1.92538701;0.68587919;0.0565333
ND8.5X0.2;-0.001014;0.538682;8.5;0;0.00102757;1.86902857;5.02E-05;1.92509688;0.68569388;0.05606831
ND8.5X0.4;-0.001014;1.078014;8.5;0;0.00100071;1.86978329;0.00013232;1.92441094;0.685322;0.05462765
ND8.5X0.6;-0.001014;1.617348;8.5;0;0.00095704;1.87105986;0.00027587;1.92333095;0.68474814;0.05227109
ND8.5X0.8;-0.001014;2.156681;8.5;0;0.00089825;1.87276995;0.00050697;1.92186331;0.68395106;0.04909336
ND8.5X1.0;-0.001014;2.696014;8.5;0;0.00082648;1.87480875;0.00086251;1.92002572;0.68290244;0.04521698
ND8.5X1.2;-0.001014;3.235347;8.5;0;0.00074429;1.87706942;0.00139716;1.91785344;0.6815619;0.04078402
ND8.5X1.4;-0.001014;3.774681;8.499999;0;0.00065444;1.87945516;0.00219859;1.91540316;0.67986308;0.035948
ND8.5X1.6;-0.001014;4.314014;8.5;0;0.00055977;1.88188656;0.00342131;1.91275311;0.67767975;0.03086656
ND8.5X1.8;-0.001014;4.853347;8.5;0;0.0004631;1.88430336;0.00536643;1.90999924;0.67474432;0.02569588
ND8.5X2.0;-0.001014;5.39268;8.5;0;0.00036706;1.88666095;0.00868773;1.90724857;0.67043907;0.02058762
ND8.5X2.2;-0.001015;5.932014;8.5;0;0.00027404;1.88892227;0.01500263;1.90461261;0.66318156;0.01569034
ND8.5X2.4;-0.001014;6.471346;8.5;0;0.00018607;1.89104277;0.02907731;1.90220706;0.64823619;0.01116428
ND8.5X2.6;-0.001014;7.01068;8.5;0;0.00010478;1.89293179;0.06855711;1.90017801;0.60798115;0.00724623
ND8.5X2.8;-0.001014;7.550014;8.5;0;3.14E-05;1.89430706;0.20546983;1.8988402;0.47040366;0.00453314
ND8.5X3.0;-0.001014;8.089346;8.5;0;-3.34E-05;1.89453445;0.47542456;1.89883541;0.19990102;0.00430096
ND8.5X3.2;-0.001014;8.62868;8.5;0;-8.92E-05;1.89386727;0.60601038;1.89989597;0.06888276;0.0060287
ND8.5X3.4;-0.001015;9.168013;8.5;0;-0.00013595;1.89310865;0.64426297;1.90118847;0.03030583;0.00807983
ND8.5X3.6;-0.001014;9.707347;8.499999;0;-0.00017412;1.89250989;0.65825679;1.90242252;0.01608442;0.00991263
ND8.5X3.8;-0.001014;10.246679;8.5;0;-0.00020424;1.89210973;0.66468323;1.90351839;0.00951373;0.01140866
ND8.5X4.0;-0.001014;10.786013;8.5;0;-0.00022704;1.8918946;0.66814316;1.90445201;0.00597909;0.0125574
ND8.5X4.2;-0.001014;11.325346;8.5;0;-0.00024336;1.8918369;0.67022473;1.90522005;0.00387922;0.01338315
ND9.5X0.0;-0.001133;-0.000729;9.5;0;0.00080689;1.87597523;2.31E-05;1.91996913;0.68399196;0.04399391
ND9.5X0.2;-0.001134;0.538605;9.5;0;0.00080066;1.8760794;7.23E-05;1.91975198;0.68384107;0.04367258
ND9.5X0.4;-0.001133;1.077938;9.5;0;0.00078211;1.87655611;0.00015977;1.91923601;0.68354355;0.0426799
ND9.5X0.6;-0.001133;1.617271;9.5;0;0.00075189;1.87737717;0.00029904;1.91842929;0.68309007;0.04105212
ND9.5X0.8;-0.001134;2.156604;9.5;0;0.00071102;1.87849837;0.00050878;1.91734555;0.68246829;0.03884718
ND9.5X1.0;-0.001133;2.695938;9.5;0;0.00066088;1.87986514;0.00081522;1.91600627;0.68166096;0.03614112
ND9.5X1.2;-0.001134;3.235271;9.5;0;0.00060307;1.88141881;0.00125683;1.91444245;0.68064177;0.03302364
ND9.5X1.4;-0.001134;3.774604;9.499999;0;0.00053938;1.88310209;0.00189352;1.91269555;0.67936633;0.02959346
ND9.5X1.6;-0.001133;4.313937;9.5;0;0.00047167;1.88486313;0.00282513;1.91081687;0.67775342;0.02595374
ND9.5X1.8;-0.001133;4.853271;9.5;0;0.00040181;1.88665739;0.0042306;1.90886541;0.67564495;0.02220802
ND9.5X2.0;-0.001134;5.392603;9.5;0;0.00033159;1.88844754;0.00645702;1.90690465;0.67271552;0.01845711
ND9.5X2.2;-0.001134;5.931937;9.5;0;0.00026265;1.89020142;0.01024464;1.90499899;0.66824589;0.01479757
ND9.5X2.4;-0.001134;6.47127;9.5;0;0.00019642;1.89188795;0.01737658;1.90321169;0.66047167;0.01132375
ND9.5X2.6;-0.001134;7.010604;9.5;0;0.00013411;1.89346863;0.03290494;1.90160789;0.64435593;0.00813926
ND9.5X2.8;-0.001134;7.549937;9.5;0;7.66E-05;1.89487271;0.07428586;1.90027572;0.60245339;0.00540301
ND9.5X3.0;-0.001133;8.08927;9.5;0;2.47E-05;1.89590819;0.20459396;1.89941369;0.47169571;0.0035055
ND9.5X3.2;-0.001133;8.628604;9.5;0;-2.14E-05;1.8961783;0.45564172;1.89941465;0.22027238;0.00323634
ND9.5X3.4;-0.001134;9.167936;9.5;0;-6.14E-05;1.89579955;0.59476231;1.90014975;0.08084851;0.00435021
ND9.5X3.6;-0.001133;9.70727;9.499999;0;-9.54E-05;1.89529606;0.63938397;1.90107694;0.0359914;0.00578088
ND9.5X3.8;-0.001134;10.246603;9.5;0;-0.00012364;1.89486713;0.65607474;1.90197639;0.01912669;0.00710927
ND9.5X4.0;-0.001134;10.785936;9.5;0;-0.00014648;1.89455484;0.66373444;1.90278558;0.01134722;0.00823074
ND9.5X4.2;-0.001133;11.325269;9.5;0;-0.00016439;1.89435922;0.66781166;1.90348607;0.00719679;0.00912685
ND3.0X0X45d0.0;-0.000358;-0.00023;3;0;0.00659595;1.67124253;5.52E-05;2.03996543;0.71288708;0.36872291
ND3.0X0X45d0.2;-0.381724;0.381136;2.999943;0;0.00633777;1.70057361;0.00059839;2.05345521;0.7154988;0.3528816
ND3.0X0X45d0.4;-0.763091;0.762502;2.999884;0;0.00573075;1.73324419;0.00168351;2.04182425;0.71547237;0.30858006
ND3.0X0X45d0.6;-1.144456;1.143868;2.999827;0;0.00506681;1.75894918;0.00126882;2.03062214;0.7143385;0.27167296
ND3.0X0X45d0.8;-1.525822;1.525235;2.99977;0;0.00449205;1.75038057;0.00309891;2.00370004;0.6960624;0.25331947
ND3.0X0X45d1.0;-1.907189;1.906601;2.999712;0;0.00397257;1.78473044;0.00081104;2.01272298;0.69808283;0.22799255
ND3.0X0X45d1.2;-2.288555;2.287967;2.999654;0;0.00343419;1.80572828;0.00162751;2.00254967;0.69116061;0.19682139
ND3.0X0X45d1.4;-2.669921;2.669333;2.999596;0;0.00285691;1.82212884;0.00134786;1.97944815;0.68598967;0.15731931
ND3.0X0X45d1.6;-3.051287;3.050699;2.999539;0;0.00225859;1.83393946;0.00020345;1.95688;0.68401173;0.12294055
ND3.0X0X45d1.8;-3.432654;3.432065;2.999482;0;0.00165547;1.8543501;0.00105673;1.94467614;0.68160337;0.09032604
ND3.0X0X45d2.0;-3.81402;3.813432;2.999423;0;0.00107788;1.87515388;0.00161021;1.93276692;0.68183283;0.05761304
ND3.0X0X45d2.2;-4.195385;4.194798;2.999366;0;0.00058124;1.8925669;0.0220149;1.92174658;0.65636377;0.02917968
ND3.0X0X45d2.4;-4.576752;4.576164;2.999309;0;0.00021486;1.89846308;0.20941208;1.91144133;0.46528396;0.01297825
ND3.0X0X45d2.6;-4.958118;4.95753;2.999251;0;-1.53E-05;1.89062635;0.4492495;1.90552427;0.22317847;0.01489792
ND3.0X0X45d2.8;-5.339485;5.338897;2.999193;0;-0.0001405;1.88509748;0.53755169;1.90238327;0.1338361;0.01728579
ND3.0X0X45d3.0;-5.72085;5.720262;2.999136;0;-0.00019893;1.88397889;0.58935056;1.90136734;0.08170929;0.01738845
ND3.0X0X45d3.2;-6.102217;6.101628;2.999078;0;-0.00022077;1.88298894;0.57103544;1.90368347;0.10000865;0.02069452
ND3.0X0X45d3.4;-6.483583;6.482996;2.999021;0;-0.00022464;1.88371311;0.59025418;1.90265462;0.08096233;0.01894151
ND3.0X0X45d3.6;-6.864949;6.864362;2.998962;0;-0.00021952;1.88523052;0.5923837;1.90356934;0.0793656;0.01833883
ND3.0X0X45d3.8;-7.246316;7.245728;2.998905;0;-0.00021009;1.88698336;0.5978792;1.90385393;0.07453217;0.01687058
ND3.0X0X45d4.0;-7.627681;7.627094;2.998848;0;-0.00019858;1.88779059;0.62394242;1.90172136;0.04862743;0.01393077
ND3.0X0X45d4.2;-8.009048;8.00846;2.99879;0;-0.00018601;1.88934142;0.62926095;1.90192768;0.04392041;0.01258626
ND3.5X0X45d0.0;-0.000418;-0.000268;3.5;0;0.00520317;1.71124274;3.71E-05;2.00373564;0.70047121;0.2924929
ND3.5X0X45d0.2;-0.381784;0.381098;3.499943;0;0.00506857;1.7194596;0.00069883;2.00529975;0.69785585;0.28584014
ND3.5X0X45d0.4;-0.763151;0.762464;3.499884;0;0.00472559;1.73855159;0.00172181;2.00374634;0.69597817;0.26519475
ND3.5X0X45d0.6;-1.144516;1.14383;3.499827;0;0.0042913;1.75568842;0.00213563;1.99693399;0.69427441;0.24124557
ND3.5X0X45d0.8;-1.525882;1.525197;3.49977;0;0.00384631;1.76422436;0.00378056;1.98291295;0.68999564;0.21868859
ND3.5X0X45d1.0;-1.907249;1.906563;3.499712;0;0.00340363;1.78045046;0.00453537;1.97446114;0.68630802;0.19401068
ND3.5X0X45d1.2;-2.288615;2.287929;3.499654;0;0.00294982;1.80092442;0.00544465;1.96752237;0.68277819;0.16659795
ND3.5X0X45d1.4;-2.669981;2.669295;3.499596;0;0.00248005;1.82552228;0.00306005;1.96322316;0.68570373;0.13770088
ND3.5X0X45d1.6;-3.051347;3.050661;3.499539;0;0.00199925;1.84116467;0.0020267;1.95045587;0.68552425;0.10929119
ND3.5X0X45d1.8;-3.432714;3.432027;3.499482;0;0.00152241;1.85474932;0.00060972;1.93814862;0.68501278;0.0833993
ND3.5X0X45d2.0;-3.81408;3.813394;3.499423;0;0.00107315;1.87092849;1.66E-05;1.92861889;0.68370029;0.0576904
ND3.5X0X45d2.2;-4.195445;4.19476;3.499366;0;0.00068251;1.8803047;0.00300012;1.91662852;0.67675591;0.03632382
ND3.5X0X45d2.4;-4.576812;4.576126;3.499309;0;0.00037524;1.88554725;0.02330714;1.90566832;0.65289971;0.02012107
ND3.5X0X45d2.6;-4.958178;4.957492;3.499251;0;0.00015682;1.88746285;0.13178147;1.89844273;0.54210653;0.01097988
ND3.5X0X45d2.8;-5.339545;5.338858;3.499193;0;1.49E-05;1.88713329;0.3716499;1.89641102;0.30107368;0.00927772
ND3.5X0X45d3.0;-5.72091;5.720224;3.499136;0;-7.10E-05;1.88505099;0.47024309;1.89988209;0.20193411;0.0148311
ND3.5X0X45d3.2;-6.102277;6.10159;3.499078;0;-0.00011965;1.8856811;0.5239954;1.90087163;0.148223;0.01519053
